"No.","Time","Source","Destination","Protocol","Length","Info"
"1559","5.730010","172.18.0.3","172.18.0.2","TCP","26136","54952  >  5000 [PSH, ACK] Seq=227484 Ack=1 Win=64256 Len=26064 TSval=805182121 TSecr=837618553"
"1560","5.730029","172.18.0.3","172.18.0.2","TCP","8760","54952  >  5000 [PSH, ACK] Seq=253548 Ack=1 Win=64256 Len=8688 TSval=805182121 TSecr=837618553"
"1561","5.730036","172.18.0.3","172.18.0.2","TCP","43512","54952  >  5000 [PSH, ACK] Seq=262236 Ack=1 Win=64256 Len=43440 TSval=805182121 TSecr=837618553"
"1562","5.730053","172.18.0.3","172.18.0.2","TCP","4416","54952  >  5000 [PSH, ACK] Seq=305676 Ack=1 Win=64256 Len=4344 TSval=805182121 TSecr=837618553"
"1563","5.730080","172.18.0.3","172.18.0.2","TCP","43512","54952  >  5000 [PSH, ACK] Seq=310020 Ack=1 Win=64256 Len=43440 TSval=805182121 TSecr=837618553"
"1564","5.730093","172.18.0.3","172.18.0.2","TCP","21792","54952  >  5000 [PSH, ACK] Seq=353460 Ack=1 Win=64256 Len=21720 TSval=805182121 TSecr=837618553"
"1565","5.730100","172.18.0.3","172.18.0.2","TCP","37272","[TCP Window Full] 54952  >  5000 [PSH, ACK] Seq=375180 Ack=1 Win=64256 Len=37200 TSval=805182121 TSecr=837618553"
"1566","5.740316","172.18.0.2","172.18.0.3","TCP","72","5000  >  54952 [ACK] Seq=1 Ack=227484 Win=219648 Len=0 TSval=837618563 TSecr=805182121"
"1567","5.740322","172.18.0.2","172.18.0.3","TCP","72","5000  >  54952 [ACK] Seq=1 Ack=253548 Win=271872 Len=0 TSval=837618563 TSecr=805182121"
"1568","5.740322","172.18.0.2","172.18.0.3","TCP","72","5000  >  54952 [ACK] Seq=1 Ack=262236 Win=289152 Len=0 TSval=837618563 TSecr=805182121"
"1569","5.740323","172.18.0.2","172.18.0.3","TCP","72","5000  >  54952 [ACK] Seq=1 Ack=305676 Win=364928 Len=0 TSval=837618563 TSecr=805182121"
"1570","5.740323","172.18.0.2","172.18.0.3","TCP","72","5000  >  54952 [ACK] Seq=1 Ack=310020 Win=373632 Len=0 TSval=837618563 TSecr=805182121"
"1571","5.740323","172.18.0.2","172.18.0.3","TCP","72","5000  >  54952 [ACK] Seq=1 Ack=353460 Win=460416 Len=0 TSval=837618563 TSecr=805182121"
"1572","5.740324","172.18.0.2","172.18.0.3","TCP","72","5000  >  54952 [ACK] Seq=1 Ack=375180 Win=503936 Len=0 TSval=837618563 TSecr=805182121"
"1573","5.740324","172.18.0.2","172.18.0.3","TCP","72","5000  >  54952 [ACK] Seq=1 Ack=412380 Win=578304 Len=0 TSval=837618563 TSecr=805182121"
"1574","5.740451","172.18.0.3","172.18.0.2","TCP","27584","54952  >  5000 [PSH, ACK] Seq=412380 Ack=1 Win=64256 Len=27512 TSval=805182131 TSecr=837618563"
