"No.","Time","Source","Destination","Protocol","Length","Info"
"3795","11.798330","172.18.0.2","172.18.0.3","TCP","72","5000  >  42124 [ACK] Seq=1 Ack=16076 Win=92672 Len=0 TSval=838566153 TSecr=806129711"
"3796","11.798340","172.18.0.2","172.18.0.3","TCP","72","5000  >  42124 [ACK] Seq=1 Ack=21868 Win=91264 Len=0 TSval=838566153 TSecr=806129711"
"3797","11.798341","172.18.0.2","172.18.0.3","TCP","72","5000  >  42124 [ACK] Seq=1 Ack=24764 Win=88448 Len=0 TSval=838566153 TSecr=806129711"
"3798","11.798342","172.18.0.2","172.18.0.3","TCP","72","5000  >  42124 [ACK] Seq=1 Ack=27660 Win=85632 Len=0 TSval=838566153 TSecr=806129711"
"3799","11.798343","172.18.0.2","172.18.0.3","TCP","72","5000  >  42124 [ACK] Seq=1 Ack=33452 Win=80000 Len=0 TSval=838566153 TSecr=806129711"
"3800","11.798344","172.18.0.2","172.18.0.3","TCP","72","5000  >  42124 [ACK] Seq=1 Ack=36348 Win=77184 Len=0 TSval=838566153 TSecr=806129711"
"3801","11.798344","172.18.0.2","172.18.0.3","TCP","72","5000  >  42124 [ACK] Seq=1 Ack=39244 Win=74368 Len=0 TSval=838566153 TSecr=806129711"
"3802","11.798345","172.18.0.2","172.18.0.3","TCP","72","5000  >  42124 [ACK] Seq=1 Ack=42140 Win=71552 Len=0 TSval=838566153 TSecr=806129711"
"3803","11.798572","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=42140 Ack=1 Win=64256 Len=2896 TSval=806129811 TSecr=838566153"
"3804","11.798685","172.18.0.3","172.18.0.2","IPA","2968","IPA unknown 0xb7 "
"3805","11.798836","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=47932 Ack=1 Win=64256 Len=2896 TSval=806129812 TSecr=838566153"
"3806","11.798855","172.18.0.3","172.18.0.2","TCP","2968","42124  >  5000 [PSH, ACK] Seq=50828 Ack=1 Win=64256 Len=2896 TSval=806129812 TSecr=838566153"
"3807","11.798868","172.18.0.3","172.18.0.2","RSL","2968","ip.access MDCX "
